Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email,Join Date,Annual Spend
P00385,"Plotcharsky, Mr. Vasil", male ,,Third,0,0,0,349227,7.8958,,Southampton,plotcharsky@gmail.com,21/02/1912,USD 144.29
P00225,"Hoyt, Mr. Frederick Maxfield", male ,38.0,First,1,1,0,  19943 ,90.0000,C93,S,hoyt@outlook.com,21/06/1911,USD 920.57
P00035,"Meyer, Mr. Edgar Joseph",Male,28.0,First,0,1.0,0,PC 17604,82.1708,,,meyer@mail.com,01-Nov-1912,"1,323.29"
P00747,"Abbott, Mr. Rossmore Edward",M,16.0,3,0,1,1,C.A. 2673,20.25,,s,abbott@outlook.com,11/12/1911,760.33
P00473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",f,33.0,2nd,1,1,2,C.A. 34651,27.7500,,,west@yahoo.com,1910-08-10,257.60 USD
P00348,"Davison, Mrs. Thomas Henry (Mary E Finck)",FEMALE.,,3,Yes,1,0,  386525 ,16.1000,,S,davison@mail.com,"Nov 23, 1910",219.55 USD
P00506,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1st,0,1,0,  PC 17758 ,108.9000,C65,c,penascoycastellana@yahoo.com,10-Nov-1911,"2,735.21 USD"
P00640,"Thorneycroft, Mr. Percival",male,,3,No,1,0,376564,16.1000,,s,thorneycroft@mail.com,"Apr 09, 1910",287.65 USD
P00018,"Williams, Mr. Charles Eugene",m,,2nd,1,0,0,244373,13.0,,s,williams@gmail.com,"Feb 11, 1911",209.01
P00849,"Harper, Rev. John",MALE,28.0,Second,0,0,1,  248727 ,33.0,,s,harper@mail.com,1910-08-12,"1,086.91"
P00827,"Lam, Mr. Len",Male,,Third,0,0,0,  1601 ,56.4958,,Southampton,lam@outlook.com,20-Feb-1911,"$1,548.19"
P00620,"Gavey, Mr. Lawrence", male ,26.0,Second,No,0,0,  31028 ,10.5000,,S,gavey@gmail.com,01/01/1911,
P00782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",F,17.0,1,1,1.0,0,  17474 ,57.0,B20,s,dick@outlook.com,21-Oct-1910,"1,842.18 USD"
P00646,"Harper, Mr. Henry Sleeper",M,48.0,First,1,1,0,PC 17572,76.7292,D33,c,harper@yahoo.com,"Jun 18, 1910","2,534.42 USD"
P00775,"Hocking, Mrs. Elizabeth (Eliza Needs)",female ,54.0,Second,1,1,3,29105,,,S,hocking@mail.com,"Mar 10, 1911",810.33
P00557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female ,48.0,1st,1,1.0,0,11755,39.6000,A16,C,duffgordon@outlook.com,"Nov 16, 1912",997.56
P00876,"Najib, Miss. Adele Kiamie ""Jane""",FEMALE,15.0,Third,1,0,0,2667,7.2250,,c,najib@outlook.com,07/07/1911,286.65
P00578,"Silvey, Mrs. William Baird (Alice Munger)",FEMALE.,39.0,First,1,1,0,13507,55.9000,E44,s,silvey@outlook.com,01/05/1912,"$1,738.55"
P00086,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female ,33.0,3,1,3.0,0,  3101278 ,15.8500,,s,backstrom@outlook.com,15-Apr-1910,USD 362.66
P00243,"Coleridge, Mr. Reginald Charles",male,29.0,2,0,0,0,  W./C. 14263 ,10.5000,,S,coleridge@gmail.com,04/15/1912,USD 328.56
P00699,"Thayer, Mr. John Borland",Male,49.0,1st,0,1,1,  17421 ,110.8833,C68,Cherbourg ,thayer@gmail.com,02/02/1910,"$1,489.56"
P00160,"Sage, Master. Thomas Henry", male ,,Third,0,8,2,CA. 2343,69.55,,s,sage@mail.com,1911-07-11,"2,042.77 USD"
P00525,"Kassem, Mr. Fared", male ,,Third,0,0,0,2700,7.2292,,c,kassem@yahoo.com,1912-05-08,241.93 USD
P00036,"Holverson, Mr. Alexander Oskar",M,42.0,1,0,1,0,  113789 ,52.0000,,,holverson@gmail.com,"Aug 16, 1911",682.76
P00541,"Crosby, Miss. Harriet R",female,36.0,1st,1,0,2,  WE/P 5735 ,71.0000,B22,S,crosby@outlook.com,22-Jul-1910,"$1,958.97"
P00171,"Van der hoef, Mr. Wyckoff",Male,61.0,1st,0,0,0,111240,33.5000,B19,s,vanderhoef@gmail.com,23/01/1912,$921.98
P00655,"Hegarty, Miss. Hanora ""Nora""",F,18.0,3,0,0,0,365226,6.7500,,Q,hegarty@outlook.com,1911-10-09,138.68 USD
P00784,"Johnston, Mr. Andrew G",male,,3,0,1.0,2,W./C. 6607,23.45,,Southampton,,"Feb 25, 1912",773.54 USD
P00843,"Serepeca, Miss. Augusta",Female,30.0,First,1,0,0,113798,31.0000,,c,serepeca@mail.com,05-Aug-1912,503.55
P00864,"Sage, Miss. Dorothy Edith ""Dolly""",F,,Third,0,8,2,CA. 2343,69.5500,,Southampton,sage@mail.com,18/11/1911,"1,334.39 USD"
P00734,"Berriman, Mr. William John",m,23.0,2,No,0.0,0,  28425 ,13.0,,Southampton,berriman@mail.com,08/29/1911,268.42
P00096,"Shorney, Mr. Charles Joseph",MALE,,3rd,0,0,0,  374910 ,8.05,,S,shorney@yahoo.com,11/07/1911,
P00564,"Simmons, Mr. John",male,,Third,0,0,0,SOTON/OQ 392082,8.0500,,Southampton,simmons@gmail.com,"Sep 19, 1911",154.02
P00241,"Zabour, Miss. Thamine",female,,Third,0,1,0,  2665 ,14.4542,,Cherbourg ,zabour@gmail.com,01/04/1912,$354.51
P00743,"Ryerson, Miss. Susan Parker ""Suzette""",female ,21.0,1st,1,2,2,PC 17608,262.3750,B57 B59 B63 B66,Cherbourg ,ryerson@outlook.com,08/22/1912,"$7,895.61"
P00575,"Rush, Mr. Alfred George John", male ,16.0,Third,0,0,0,A/4. 20589,8.0500,,S,rush@gmail.com,"May 03, 1910",$237.73
P00691,"Dick, Mr. Albert Adrian",MALE,31.0,1,1,1,0,17474,57.0000,B20,Southampton,dick@mail.com,25-Aug-1910,"$1,029.37"
P00461,"Anderson, Mr. Harry",MALE,48.0,First,1,0.0,0,19952,,E12,S,,06/03/1911,$924.12
P00554,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,Third,1,0,0,2620,7.2250,,Cherbourg ,leeni@yahoo.com,02-Jun-1910,102.91 USD
P00802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female ,31.0,2,1,1,1,C.A. 31921,26.2500,,S,collyer@yahoo.com,1911-12-21,$417.25
P00207,"Backstrom, Mr. Karl Alfred",MALE,32.0,3,0,1,0,3101278,15.8500,,s,backstrom@mail.com,1912-04-07,540.70 USD
P00393,"Gustafsson, Mr. Johan Birger",M,28.0,Third,0,2.0,0,  3101277 ,7.9250,,S,gustafsson@yahoo.com,26-May-1912,$223.97
P00398,"McKane, Mr. Peter David", male ,46.0,2,0,0,0,28403,26.0000,,S,,04/22/1910,583.27 USD
P00852,"Svensson, Mr. Johan",MALE,74.0,Third,0,0,0,347060,7.7750,,s,svensson@mail.com,05/15/1911,68.96
P00218,"Jacobsohn, Mr. Sidney Samuel",Male,42.0,2,0,1,0,  243847 ,27.0000,,S,jacobsohn@gmail.com,10/27/1912,"1,078.80"
P00005,"Allen, Mr. William Henry",m,35.0,3rd,0,0,0,373450,,,s,allen@yahoo.com,1911-11-01,$291.35
P00643,"Skoog, Miss. Margit Elizabeth",FEMALE.,-1.0,Third,No,3.0,2,  347088 ,27.9000,,S,skoog@mail.com,"Jul 26, 1910",852.65 USD
P00820,"Skoog, Master. Karl Thorsten",M,10.0,3,0,3,2,347088,27.9,,s,skoog@mail.com,11/01/1911,926.54 USD
P00613,"Murphy, Miss. Margaret Jane",FEMALE,,Third,1,1,0,367230,15.5000,,Q,murphy@mail.com,1910-12-20,334.84 USD
P00739,"Ivanoff, Mr. Kanio",male,,3rd,0,0,0,349201,7.8958,,S,ivanoff@outlook.com,"May 19, 1910",USD 166.77
P00547,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,2nd,1,1,0,2908,26.0000,,S,beane@yahoo.com,1911-12-16,637.11
P00726,"Oreskovic, Mr. Luka",Male,20.0,3,0,0,0,315094,8.6625,,Southampton,oreskovic@gmail.com,05/19/1912,$70.49
P00684,"Goodwin, Mr. Charles Edward",Male,14.0,Third,0,5,2,CA 2144,46.9000,,S,goodwin@mail.com,1910-06-12,$538.27
P00099,"Doling, Mrs. John T (Ada Julia Bone)",FEMALE.,34.0,2,1,0,1,231919,23.0000,,s,doling@outlook.com,12-May-1912,768.72 USD
P00728,"Mannion, Miss. Margareth",FEMALE.,,Third,1,0,0,  36866 ,7.7375,,q,mannion@gmail.com,05/13/1910,308.03 USD
P00574,"Kelly, Miss. Mary",Female,,3rd,1,0,0,14312,7.7500,,Queenstown,kelly@gmail.com,21-Jul-1912,USD 223.99
P00407,"Widegren, Mr. Carl/Charles Peter",MALE,51.0,Third,0,0,0,347064,7.7500,,Southampton,widegren@yahoo.com,12-Jan-1912,$103.18
P00503,"O'Sullivan, Miss. Bridget Mary",female ,,3,0,0,0,330909,,,q,osullivan@mail.com,1912-03-23,$75.64
P00048,"O'Driscoll, Miss. Bridget",f,,3,1,0,0,14311,7.7500,,Queenstown,odriscoll@mail.com,21-May-1911,USD 284.24
P00033,"Glynn, Miss. Mary Agatha",FEMALE,,Third,1,0.0,0,  335677 ,7.75,,Q,glynn@gmail.com,08-Jun-1910,196.51
P00201,"Vande Walle, Mr. Nestor Cyriel",MALE,28.0,3,0,0.0,0,345770,9.5000,,S,vandewalle@yahoo.com,06/05/1911,$272.03
P00135,"Sobey, Mr. Samuel James Hayden",Male,25.0,2,0,0,0,C.A. 29178,13.0000,,S,sobey@mail.com,02/03/1910,229.83 USD
P00028,"Fortune, Mr. Charles Alexander",Male,19.0,First,0,3,2,19950,263.0,C23 C25 C27,Southampton,fortune@mail.com,10/06/1910,"4,666.39"
P00804,"Thomas, Master. Assad Alexander",male,0.42,3,1,0,1,2625,8.5167,,Cherbourg ,thomas@mail.com,25-Jun-1910,252.90
P00231,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",FEMALE.,35.0,1st,1,1.0,0,36973,83.4750,C83,Southampton,harris@yahoo.com,03/04/1910,966.56 USD
P00490,"Coutts, Master. Eden Leslie ""Neville""",m,9.0,3rd,Yes,1,1,C.A. 37671,15.9000,,S,coutts@outlook.com,09/12/1912,USD 346.53
P00773,"Mack, Mrs. (Mary)",female ,57.0,2,0,0,0,S.O./P.P. 3,10.5000,E77,Southampton,mack@gmail.com,30-Aug-1911,$154.87
P00379,"Betros, Mr. Tannous", male ,,3,0,0,0,2648,4.0125,,C,betros@yahoo.com,23/02/1910,USD 95.49
P00289,"Hosono, Mr. Masabumi",male,42.0,2nd,1,0,0,237798,13.0000,,S,hosono@outlook.com,28/01/1910,190.69 USD
P00419,"Matthews, Mr. William John",m,30.0,2nd,0,0,0,  28228 ,13.0,,s,matthews@yahoo.com,07/22/1912,USD 497.34
P00675,"Watson, Mr. Ennis Hastings",m,,2,0,0,0,239856,0.0000,,s,watson@outlook.com,1911-05-13,0.00 USD
P00392,"Jansson, Mr. Carl Olof", male ,21.0,Third,1,0,0,350034,7.7958,,Southampton,jansson@gmail.com,1911-03-07,170.02 USD
P00593,"Elsbury, Mr. William James",m,47.0,Third,0,0,0,A/5 3902,7.2500,,s,elsbury@gmail.com,"May 03, 1910",110.89 USD
P00499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",f,25.0,1st,0,1,2,113781,151.5500,C22 C26,S,allison@mail.com,22/09/1912,"$1,431.19"
P00139,"Osen, Mr. Olaf Elon",Male,16.0,Third,0,0,0,7534,9.2167,,Southampton,osen@yahoo.com,01-Jan-1911,USD 192.63
P00063,"Harris, Mr. Henry Birkhardt",m,45.0,First,0,1,0,36973,83.4750,,S,harris@yahoo.com,14-Apr-1911,"1,098.54 USD"
P00472,"Cacic, Mr. Luka",male,38.0,3,0,0,0,315089,8.6625,,s,cacic@mail.com,"Jan 20, 1911",
P00648,"Simonius-Blumer, Col. Oberst Alfons",m,56.0,First,1,0,0,  13213 ,35.5000,A26,C,,"Feb 13, 1912","1,209.92"
P00129,"Peter, Miss. Anna",Female,,3,1,1,1,2668,22.3583,F E69,Cherbourg ,peter@outlook.com,07/05/1910,500.56
P00085,"Ilett, Miss. Bertha",FEMALE.,17.0,2nd,1,0.0,0,  SO/C 14885 ,10.5000,,Southampton,ilett@outlook.com,"Sep 05, 1910",USD 288.33
P00521,"Perreault, Miss. Anne",F,30.0,First,1,0,0,12749,93.5000,B73,Southampton,perreault@yahoo.com,09/07/1911,"$3,667.89"
P00065,"Stewart, Mr. Albert A", male ,,First,No,0.0,0,  PC 17605 ,27.7208,,c,stewart@yahoo.com,01-Nov-1911,"$1,009.47"
P00015,"Vestrom, Miss. Hulda Amanda Adolfina",FEMALE.,14.0,Third,0,0,0,350406,7.8542,,Southampton,vestrom@outlook.com,1912-02-16,226.83 USD
P00157,"Gilnagh, Miss. Katherine ""Katie""",f,16.0,3rd,Yes,0,0,  35851 ,7.7333,,Q,gilnagh@gmail.com,10/20/1911,254.43
P00041,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",FEMALE.,40.0,3rd,0,1,0,7546,9.4750,,s,ahlin@gmail.com,06/02/1912,$188.36
P00493,"Molson, Mr. Harry Markland", male ,,1st,0,0,0,113787,30.5000,C30,s,molson@mail.com,09/09/1912,"USD 1,213.70"
P00380,"Gustafsson, Mr. Karl Gideon", male ,19.0,3rd,0,0,0,347069,7.7750,,Southampton,gustafsson@yahoo.com,02/09/1911,303.76
P00188,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",m,45.0,1,1,0,0,111428,26.55,,Southampton,romaine@yahoo.com,03-Apr-1911,-
P00764,"Carter, Mrs. William Ernest (Lucile Polk)",FEMALE,36.0,First,1,1,2,113760,120.0000,B96 B98,S,carter@mail.com,06/21/1910,"USD 4,584.19"
P00217,"Honkanen, Miss. Eliina",female,27.0,3,1,0.0,0,STON/O2. 3101283,7.9250,,Southampton,honkanen@gmail.com,20-Sep-1912,162.32
P00792,"Gaskell, Mr. Alfred",m,250.0,Second,0,0,0,  239865 ,26.0000,,s,gaskell@yahoo.com,08/02/1910,831.46 USD
P00053,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1st,1,1.0,0,  PC 17572 ,76.7292,D33,c,harper@yahoo.com,04/06/1911,"1,629.28"
P00338,"Burns, Miss. Elizabeth Margaret",FEMALE.,41.0,First,1,0,0,16966,134.5000,E40,Cherbourg ,burns@yahoo.com,18/06/1910,"$5,102.57"
P00749,"Marvin, Mr. Daniel Warner",MALE,19.0,1st,0,1,0,  113773 ,53.1,D30,Southampton,marvin@yahoo.com,27/10/1910,"1,664.90 USD"
P00720,"Johnson, Mr. Malkolm Joackim",MALE,33.0,3rd,0,0,0,347062,,,S,johnson@outlook.com,04/30/1912,USD 125.16
P00725,"Chambers, Mr. Norman Campbell",m,27.0,First,1,1,0,113806,,E8,s,chambers@mail.com,1910-07-09,786.86
P00296,"Lewy, Mr. Ervin G",MALE,,1st,No,0,0,  PC 17612 ,27.7208,,C,lewy@outlook.com,06/05/1910,USD 575.27
P00702,"Silverthorne, Mr. Spencer Victor", male ,35.0,1,1,0.0,0,  PC 17475 ,26.2875,E24,Southampton,silverthorne@outlook.com,24-Feb-1911,"$1,008.85"
P00252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,Third,0,1,1,347054,10.4625,G6,s,strom@yahoo.com,16-Oct-1912,$362.29
P00727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,Second,1,3,0,31027,21.0,,Southampton,renouf@outlook.com,07/10/1911,551.82 USD
P00462,"Morley, Mr. William",male,34.0,Third,No,0.0,0,  364506 ,8.05,,S,,06/27/1911,137.66
P00456,"Jalsevac, Mr. Ivan",m,29.0,3rd,1,0,0,  349240 ,7.8958,,Cherbourg ,jalsevac@outlook.com,25-Jul-1912,170.54
P100049,"Samaan, Mr. Youssef",M,,Third,0,2,0,2662,21.6792,,Cherbourg ,samaan@outlook.com,"Jul 11, 1911",243.08 USD
P00816,"Fry, Mr. Richard", male ,,1st,No,0,0,112058,0.0,B102,S,fry@mail.com,12/12/1912,0.00
P00270,"Bissette, Miss. Amelia",f,35.0,1st,1,0,0,PC 17760,135.6333,C99,S,bissette@outlook.com,01/10/1911,"$1,236.27"
P00202,"Sage, Mr. Frederick",MALE,,3rd,0,8,2,CA. 2343,69.5500,,S,sage@mail.com,"Jul 12, 1912","1,200.31"
P00162,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",FEMALE.,40.0,2nd,1,0,0,C.A. 33595,15.7500,,S,watt@outlook.com,04-Jul-1911,264.68
P00556,"Wright, Mr. George",male,62.0,1st,0,0,0,113807,26.5500,,Southampton,wright@outlook.com,1912-10-24,987.62 USD
P00730,"Ilmakangas, Miss. Pieta Sofia",female,25.0,3rd,0,1,0,STON/O2. 3101271,7.9250,,Southampton,ilmakangas@outlook.com,18/10/1910,116.15
P00402,"Adams, Mr. John", male ,26.0,3,No,0,0,  341826 ,8.0500,,Southampton,adams@mail.com,05/01/1911,207.21
P00703,"Barbara, Miss. Saiide",FEMALE,18.0,3rd,No,0.0,1,2691,14.4542,,C,barbara@gmail.com,1910-01-21,301.98 USD
P00477,"Renouf, Mr. Peter Henry",Male,34.0,2nd,0,1,0,31027,21.0000,,Southampton,renouf@mail.com,12/05/1911,261.83 USD
P00822,"Lulic, Mr. Nikola",m,27.0,3rd,1,0,0,  315098 ,8.6625,,S,lulic@outlook.com,08/21/1912,$340.95
P00772,"Jensen, Mr. Niels Peder",MALE,48.0,3rd,0,0,0,350047,7.8542,,S,jensen@mail.com,1910-07-22,259.60
P00106,"Mionoff, Mr. Stoytcho",Male,28.0,Third,0,0,0,  349207 ,7.8958,,s,,07/31/1911,224.62 USD
P00566,"Davies, Mr. Alfred J",MALE,24.0,3rd,0,2,0,  A/4 48871 ,24.1500,,Southampton,davies@gmail.com,14/12/1912,$367.80
P00390,"Lehmann, Miss. Bertha",F,17.0,Second,1,0,0,SC 1748,12.0,,Cherbourg ,lehmann@gmail.com,1912-03-21,233.73
P00002,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",Female,38.0,1st,1,1,0,  PC 17599 ,71.2833,C85,c,cumings@mail.com,27-Jul-1911,
P00881,"Shelley, Mrs. William (Imanita Parrish Hall)",female ,25.0,Second,1,0,1,  230433 ,26.0000,,S,shelley@gmail.com,18/02/1911,852.32
P00562,"Sivic, Mr. Husein",M,40.0,3,No,0,0,349251,7.8958,,S,sivic@gmail.com,"Feb 26, 1910",281.50 USD
P00081,"Waelens, Mr. Achille", male ,-1.0,3,0,0,0,  345767 ,9.0000,,s,waelens@mail.com,04/04/1911,80.66 USD
P00206,"Strom, Miss. Telma Matilda",FEMALE,2.0,3rd,0,0,1,  347054 ,10.4625,G6,Southampton,strom@yahoo.com,03-Jul-1912,156.97 USD
P00035,"Meyer, Mr. Edgar Joseph",Male,28.0,First,0,1,0,PC 17604,82.1708,,,meyer@mail.com,01-Nov-1912,"1,323.29"
P00776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",M,18.0,3rd,0,0,0,347078,7.7500,,S,myhrman@mail.com,04/03/1912,
P00509,"Olsen, Mr. Henry Margido", male ,28.0,3,0,0,0,C 4001,22.5250,,S,olsen@yahoo.com,1910-11-24,466.53
P00428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female ,19.0,2nd,1,0,0,  250655 ,26.0000,,s,phillips@mail.com,1911-05-07,$826.56
P00455,"Peduzzi, Mr. Joseph",Male,,Third,0,0,0,  A/5 2817 ,8.0500,,s,peduzzi@outlook.com,28/12/1912,USD 220.82
P00367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",f,60.0,First,1,1,0,110813,75.2500,,Cherbourg ,warren@yahoo.com,1911-09-01,"2,576.10"
P00092,"Andreasson, Mr. Paul Edvin",MALE,20.0,Third,0,0,0,347466,7.8542,,s,andreasson@mail.com,1911-08-23,USD 249.23
P00340,"Blackwell, Mr. Stephen Weart",male,45.0,First,0,0,0,113784,35.5000,T,s,blackwell@mail.com,18/06/1912,528.44
P00565,"Meanwell, Miss. (Marion Ogden)",F,,3rd,0,0.0,0,SOTON/O.Q. 392087,8.0500,,s,meanwell@mail.com,1910-03-13,$87.73
P00346,"Brown, Miss. Amelia ""Mildred""",FEMALE.,24.0,Second,1,0,0,248733,13.0000,F33,s,brown@yahoo.com,01/06/1910,$190.11
P00777,"Tobin, Mr. Roger",male,,3,0,0,0,  383121 ,7.7500,F38,q,tobin@yahoo.com,12/01/1912,118.46
P00242,"Murphy, Miss. Katherine ""Kate""",female ,,3,1,1,0,  367230 ,15.5000,,Q,murphy@outlook.com,19/05/1912,171.22
P00014,"Andersson, Mr. Anders Johan", male ,39.0,3,0,1.0,5,347082,31.2750,,Southampton,andersson@mail.com,"May 18, 1911","1,210.30 USD"
P00316,"Nilsson, Miss. Helmina Josefina",female,26.0,3rd,Yes,0,0,347470,7.8542,,S,nilsson@outlook.com,07/19/1911,214.03 USD
P00601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female ,24.0,Second,1,2,1,243847,27.0,,Southampton,jacobsohn@outlook.com,21/06/1911,926.39
P00388,"Buss, Miss. Kate",Female,36.0,2nd,1,0,0,27849,13.0000,,S,buss@mail.com,1910-01-09,$464.32
P00274,"Natsch, Mr. Charles H",M,37.0,1st,0,0,1,  PC 17596 ,29.7000,C118,C,natsch@mail.com,21-Jul-1911,USD 377.18
P00167,"Chibnall, Mrs. (Edith Martha Bowerman)",female ,,First,1,0,1,113505,55.0,E33,Southampton,,1912-04-25,$796.44
P00841,"Alhomaki, Mr. Ilmari Rudolf",Male,20.0,3rd,0,0,0,  SOTON/O2 3101287 ,7.9250,,Southampton,alhomaki@yahoo.com,1912-09-16,76.30
P100045,"Devaney, Miss. Margaret Delia",f,19.0,3,1,0,0,330958,7.8792,,q,devaney@gmail.com,26/10/1912,$115.18
P00647,"Cor, Mr. Liudevit",male,19.0,3rd,0,0,0,349231,7.8958,,s,cor@yahoo.com,1910-05-02,252.16 USD
P00819,"Holm, Mr. John Fredrik Alexander",MALE,43.0,3,0,0,0,C 7075,6.4500,,s,holm@outlook.com,21/08/1910,USD 110.23
P00485,"Bishop, Mr. Dickinson H",MALE,25.0,1,1,1,0,  11967 ,91.0792,B49,c,bishop@yahoo.com,16/11/1912,
P00149,"Navratil, Mr. Michel (""Louis M Hoffman"")",m,36.5,2nd,0,0,2,230080,26.0000,F2,Southampton,navratil@mail.com,"Jun 24, 1912",312.67
P00505,"Maioni, Miss. Roberta",female ,16.0,1,1,0,0,  110152 ,86.5000,B79,Southampton,maioni@yahoo.com,"Oct 09, 1911","$1,123.14"
P00832,"Richards, Master. George Sibley",M,0.83,2nd,Yes,1,1,29106,18.75,,S,richards@gmail.com,"Dec 16, 1911",577.15
P00244,"Maenpaa, Mr. Matti Alexanteri",male,22.0,Third,0,0,0,STON/O 2. 3101275,7.1250,,S,maenpaa@outlook.com,"Nov 04, 1911",$279.68
P00567,"Stoytcheff, Mr. Ilia",male,19.0,3rd,0,0,0,349205,7.8958,,s,stoytcheff@gmail.com,14-May-1911,173.79 USD
P00563,"Norman, Mr. Robert Douglas",male,28.0,2,No,0,0,  218629 ,13.5000,,s,norman@yahoo.com,27/09/1910,517.90 USD
P00687,"Panula, Mr. Jaako Arnold",MALE,14.0,3,0,4,1,3101295,39.6875,,S,panula@yahoo.com,25/05/1912,"$1,394.25"
P00190,"Turcin, Mr. Stjepan",Male,36.0,Third,0,0,0,  349247 ,7.8958,,S,turcin@yahoo.com,04/10/1912,$124.87
P00783,"Long, Mr. Milton Clyde",male,,1st,0,0,0,  113501 ,30.0,D6,Southampton,long@gmail.com,"Apr 10, 1912",363.16
P00700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",m,42.0,3rd,0,0,0,  348121 ,7.6500,F G63,Southampton,humblen@gmail.com,1912-03-16,USD 108.98
P00476,"Clifford, Mr. George Quincy",MALE,,1,0,0,0,  110465 ,52.0000,A14,S,clifford@mail.com,11/27/1910,
P00682,"Hassab, Mr. Hammad",Male,27.0,1,1,0,0,  PC 17572 ,76.7292,D49,c,hassab@gmail.com,03/14/1912,"$1,969.58"
P00511,"Daly, Mr. Eugene Patrick",Male,29.0,3,1,0,0,  382651 ,7.7500,,Q,,1910-09-22,USD 77.65
P00059,"West, Miss. Constance Mirium",FEMALE,5.0,2,1,1,2,C.A. 34651,27.7500,,Southampton,west@outlook.com,01/11/1910,523.32 USD
P00475,"Strandberg, Miss. Ida Sofia",FEMALE,22.0,3rd,0,0,0,7553,9.8375,,S,strandberg@outlook.com,1910-01-20,243.10
P00561,"Morrow, Mr. Thomas Rowan",m,,3rd,No,0,0,  372622 ,7.7500,,Queenstown,morrow@outlook.com,14-Feb-1910,USD 215.21
P00857,"Wick, Mrs. George Dennick (Mary Hitchcock)",female ,45.0,1,1,1,1,  36928 ,,,Southampton,,"Feb 17, 1911","USD 4,123.58"
P00748,"Sinkkonen, Miss. Anna",female ,30.0,Second,1,0.0,0,250648,13.0000,,Southampton,sinkkonen@yahoo.com,"Jul 19, 1910",$206.28
P00253,"Stead, Mr. William Thomas",MALE,62.0,1,0,0,0,  113514 ,26.5500,C87,s,stead@gmail.com,"Jul 13, 1912",910.12 USD
P00022,"Beesley, Mr. Lawrence",Male,34.0,2,1,0,0,248698,13.0000,D56,Southampton,beesley@yahoo.com,17/02/1911,479.08 USD
P00314,"Hendekovic, Mr. Ignjac",Male,28.0,3,0,0,0,  349243 ,7.8958,,S,hendekovic@yahoo.com,14-Dec-1911,$69.88
P00460,"O'Connor, Mr. Maurice",Male,,3rd,0,0,0,  371060 ,7.7500,,Queenstown,oconnor@gmail.com,1910-03-08,$259.10
P00161,"Cribb, Mr. John Hatfield",male,44.0,Third,0,0,1,371362,16.1,,s,cribb@mail.com,02/04/1911,195.45
P00277,"Lindblom, Miss. Augusta Charlotta",FEMALE.,45.0,3,No,0,0,347073,7.75,,Southampton,lindblom@yahoo.com,03/13/1911,$195.66
P00192,"Carbines, Mr. William",Male,19.0,2,0,0,0,28424,,,Southampton,carbines@outlook.com,11/15/1912,488.33
P00386,"Davies, Mr. Charles Henry",Male,18.0,2,No,0,0,S.O.C. 14879,73.5000,,Southampton,davies@gmail.com,"Dec 21, 1911","USD 1,042.43"
P00806,"Johansson, Mr. Karl Johan",M,31.0,3,0,0,0,  347063 ,7.7750,,Southampton,johansson@mail.com,"May 29, 1911",109.11
P00414,"Cunningham, Mr. Alfred Fleming", male ,,2nd,0,0.0,0,  239853 ,0.0,,Southampton,cunningham@gmail.com,10/31/1911,USD 0.00
P00492,"Windelov, Mr. Einar",MALE,21.0,Third,No,0,0,SOTON/OQ 3101317,7.25,,s,windelov@mail.com,1911-01-15,182.03
P00344,"Sedgwick, Mr. Charles Frederick Waddington", male ,25.0,2,0,0,0,  244361 ,13.0,,s,sedgwick@outlook.com,29/11/1911,$193.06
P00770,"Gronnestad, Mr. Daniel Danielsen", male ,32.0,Third,0,0,0,8471,8.3625,,s,gronnestad@yahoo.com,10-Nov-1911,USD 110.24
P00309,"Abelson, Mr. Samuel", male ,30.0,2nd,0,1,0,P/PP 3381,24.0000,,C,abelson@yahoo.com,11/11/1911,756.27
P00662,"Badt, Mr. Mohamed",Male,40.0,Third,0,0,0,  2623 ,7.2250,,C,badt@outlook.com,1911-08-07,$127.85
P00131,"Drazenoic, Mr. Jozef",MALE,33.0,Third,0,0,0,349241,7.8958,,c,drazenoic@outlook.com,1910-03-20,$252.57
