Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,HasCabin,Deck,Embarked,Email,Join Date,Annual Spend
P00876,"Najib, Miss. Adele Kiamie ""Jane""",Female,15.0,3,1,0,0,2667,7.225,,0,Unknown,C,najib@outlook.com,1911-07-07,286.65
P00578,"Silvey, Mrs. William Baird (Alice Munger)",Female,39.0,3,1,1,0,13507,55.9,E44,1,E,S,silvey@outlook.com,1912-05-01,1738.55
P00086,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Female,33.0,3,1,3,0,3101278,15.85,,0,Unknown,S,backstrom@outlook.com,1910-04-15,362.66
P00243,"Coleridge, Mr. Reginald Charles",Male,29.0,2,0,0,0,W./C. 14263,10.5,,0,Unknown,S,coleridge@gmail.com,1912-04-15,328.56
P00699,"Thayer, Mr. John Borland",Male,49.0,1,0,1,1,17421,110.8833,C68,1,C,C,thayer@gmail.com,1910-02-02,1489.56
P00160,"Sage, Master. Thomas Henry",Male,25.5,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@mail.com,1911-07-11,2042.77
P00525,"Kassem, Mr. Fared",Male,25.5,3,0,0,0,2700,7.2292,,0,Unknown,C,kassem@yahoo.com,1912-05-08,241.93
P00036,"Holverson, Mr. Alexander Oskar",Male,42.0,1,0,1,0,113789,52.0,,0,Unknown,S,holverson@gmail.com,1911-08-16,682.76
P00541,"Crosby, Miss. Harriet R",Female,36.0,1,1,0,2,WE/P 5735,71.0,B22,1,B,S,crosby@outlook.com,1910-07-22,1958.97
P00171,"Van der hoef, Mr. Wyckoff",Male,61.0,1,0,0,0,111240,33.5,B19,1,B,S,vanderhoef@gmail.com,1912-01-23,921.98
P00655,"Hegarty, Miss. Hanora ""Nora""",Female,18.0,3,0,0,0,365226,6.75,,0,Unknown,Q,hegarty@outlook.com,1911-10-09,138.68
P00784,"Johnston, Mr. Andrew G",Male,26.0,3,0,1,2,W./C. 6607,23.45,,0,Unknown,S,,1912-02-25,773.54
P00843,"Serepeca, Miss. Augusta",Female,30.0,3,1,0,0,113798,31.0,,0,Unknown,C,serepeca@mail.com,1912-08-05,503.55
P00864,"Sage, Miss. Dorothy Edith ""Dolly""",Female,22.0,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@mail.com,1911-11-18,1334.39
P00734,"Berriman, Mr. William John",Male,23.0,2,0,0,0,28425,13.0,,0,Unknown,S,berriman@mail.com,1911-08-29,268.42
P00096,"Shorney, Mr. Charles Joseph",Male,27.0,3,0,0,0,374910,8.05,,0,Unknown,S,shorney@yahoo.com,1911-07-11,252.89
P00564,"Simmons, Mr. John",Male,25.5,3,0,0,0,SOTON/OQ 392082,8.05,,0,Unknown,S,simmons@gmail.com,1911-09-19,154.02
P00241,"Zabour, Miss. Thamine",Female,18.0,3,0,1,0,2665,14.4542,,0,Unknown,C,zabour@gmail.com,1912-04-01,354.51
P00743,"Ryerson, Miss. Susan Parker ""Suzette""",Female,21.0,1,1,2,2,PC 17608,262.375,B57 B59 B63 B66,1,B,C,ryerson@outlook.com,1912-08-22,7727.5800000000045
P00575,"Rush, Mr. Alfred George John",Male,16.0,3,0,0,0,A/4. 20589,8.05,,0,Unknown,S,rush@gmail.com,1910-05-03,237.73
P00691,"Dick, Mr. Albert Adrian",Male,31.0,1,1,1,0,17474,57.0,B20,1,B,S,dick@mail.com,1910-08-25,1029.37
P00461,"Anderson, Mr. Harry",Male,48.0,3,1,0,0,19952,14.4542,E12,1,E,S,,1911-03-06,924.12
P00554,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22.0,3,1,0,0,2620,7.225,,0,Unknown,C,leeni@yahoo.com,1910-06-02,102.91
P00802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Female,31.0,2,1,1,1,C.A. 31921,26.25,,0,Unknown,S,collyer@yahoo.com,1911-12-21,417.25
P00207,"Backstrom, Mr. Karl Alfred",Male,32.0,3,0,1,0,3101278,15.85,,0,Unknown,S,backstrom@mail.com,1912-04-07,540.7
P00393,"Gustafsson, Mr. Johan Birger",Male,28.0,3,0,2,0,3101277,7.925,,0,Unknown,S,gustafsson@yahoo.com,1912-05-26,223.97
P00398,"McKane, Mr. Peter David",Male,46.0,2,0,0,0,28403,26.0,,0,Unknown,S,,1910-04-22,583.27
P00852,"Svensson, Mr. Johan",Male,74.0,3,0,0,0,347060,7.775,,0,Unknown,S,svensson@mail.com,1911-05-15,68.96
P00218,"Jacobsohn, Mr. Sidney Samuel",Male,42.0,2,0,1,0,243847,27.0,,0,Unknown,S,jacobsohn@gmail.com,1912-10-27,1078.8
P00005,"Allen, Mr. William Henry",Male,35.0,3,0,0,0,373450,8.05,,0,Unknown,S,allen@yahoo.com,1911-11-01,291.35
P00643,"Skoog, Miss. Margit Elizabeth",Female,22.0,3,0,3,2,347088,27.9,,0,Unknown,S,skoog@mail.com,1910-07-26,852.65
P00820,"Skoog, Master. Karl Thorsten",Male,10.0,3,0,3,2,347088,27.9,,0,Unknown,S,skoog@mail.com,1911-01-11,926.54
P00613,"Murphy, Miss. Margaret Jane",Female,21.0,3,1,1,0,367230,15.5,,0,Unknown,Q,murphy@mail.com,1910-12-20,334.84
P00739,"Ivanoff, Mr. Kanio",Male,19.0,3,0,0,0,349201,7.8958,,0,Unknown,S,ivanoff@outlook.com,1910-05-19,166.77
P00547,"Beane, Mrs. Edward (Ethel Clarke)",Female,19.0,2,1,1,0,2908,26.0,,0,Unknown,S,beane@yahoo.com,1911-12-16,637.11
P00726,"Oreskovic, Mr. Luka",Male,20.0,3,0,0,0,315094,8.6625,,0,Unknown,S,oreskovic@gmail.com,1912-05-19,70.49
P00684,"Goodwin, Mr. Charles Edward",Male,14.0,3,0,5,2,CA 2144,46.9,,0,Unknown,S,goodwin@mail.com,1910-06-12,538.27
P00099,"Doling, Mrs. John T (Ada Julia Bone)",Female,34.0,2,1,0,1,231919,23.0,,0,Unknown,S,doling@outlook.com,1912-05-12,768.72
P00728,"Mannion, Miss. Margareth",Female,22.0,3,1,0,0,36866,7.7375,,0,Unknown,Q,mannion@gmail.com,1910-05-13,308.03
P00574,"Kelly, Miss. Mary",Female,18.0,3,1,0,0,14312,7.75,,0,Unknown,Q,kelly@gmail.com,1912-07-21,223.99
P00407,"Widegren, Mr. Carl/Charles Peter",Male,51.0,3,0,0,0,347064,7.75,,0,Unknown,S,widegren@yahoo.com,1912-01-12,103.18
P00503,"O'Sullivan, Miss. Bridget Mary",Female,27.0,3,0,0,0,330909,8.05,,0,Unknown,Q,osullivan@mail.com,1912-03-23,75.64
P00033,"Glynn, Miss. Mary Agatha",Female,21.0,3,1,0,0,335677,7.75,,0,Unknown,Q,glynn@gmail.com,1910-06-08,196.51
P00201,"Vande Walle, Mr. Nestor Cyriel",Male,28.0,3,0,0,0,345770,9.5,,0,Unknown,S,vandewalle@yahoo.com,1911-05-06,272.03
P00135,"Sobey, Mr. Samuel James Hayden",Male,25.0,2,0,0,0,C.A. 29178,13.0,,0,Unknown,S,sobey@mail.com,1910-03-02,229.83
P00028,"Fortune, Mr. Charles Alexander",Male,19.0,3,0,3,2,19950,263.0,C23 C25 C27,1,C,S,fortune@mail.com,1910-06-10,4666.39
P00804,"Thomas, Master. Assad Alexander",Male,0.42,3,1,0,1,2625,8.5167,,0,Unknown,C,thomas@mail.com,1910-06-25,252.9
P00231,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",Female,35.0,1,1,1,0,36973,83.475,C83,1,C,S,harris@yahoo.com,1910-04-03,966.56
P00490,"Coutts, Master. Eden Leslie ""Neville""",Male,9.0,3,1,1,1,C.A. 37671,15.9,,0,Unknown,S,coutts@outlook.com,1912-12-09,346.53
P00773,"Mack, Mrs. (Mary)",Female,57.0,2,0,0,0,S.O./P.P. 3,10.5,E77,1,E,S,mack@gmail.com,1911-08-30,154.87
P00379,"Betros, Mr. Tannous",Male,26.0,3,0,0,0,2648,4.0125,,0,Unknown,C,betros@yahoo.com,1910-02-23,95.49
P00289,"Hosono, Mr. Masabumi",Male,42.0,2,1,0,0,237798,13.0,,0,Unknown,S,hosono@outlook.com,1910-01-28,190.69
P00419,"Matthews, Mr. William John",Male,30.0,2,0,0,0,28228,13.0,,0,Unknown,S,matthews@yahoo.com,1912-07-22,497.34
P00675,"Watson, Mr. Ennis Hastings",Male,23.0,2,0,0,0,239856,0.0,,0,Unknown,S,watson@outlook.com,1911-05-13,379.24
P00392,"Jansson, Mr. Carl Olof",Male,21.0,3,1,0,0,350034,7.7958,,0,Unknown,S,jansson@gmail.com,1911-03-07,170.02
P00593,"Elsbury, Mr. William James",Male,47.0,3,0,0,0,A/5 3902,7.25,,0,Unknown,S,elsbury@gmail.com,1910-05-03,110.89
P00499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Female,25.0,1,0,1,2,113781,151.55,C22 C26,1,C,S,allison@mail.com,1912-09-22,1431.19
P00139,"Osen, Mr. Olaf Elon",Male,16.0,3,0,0,0,7534,9.2167,,0,Unknown,S,osen@yahoo.com,1911-01-01,192.63
P00063,"Harris, Mr. Henry Birkhardt",Male,45.0,3,0,1,0,36973,83.475,,0,Unknown,S,harris@yahoo.com,1911-04-14,1098.54
P00472,"Cacic, Mr. Luka",Male,38.0,3,0,0,0,315089,8.6625,,0,Unknown,S,cacic@mail.com,1911-01-20,252.89
P00648,"Simonius-Blumer, Col. Oberst Alfons",Male,56.0,3,1,0,0,13213,35.5,A26,1,A,C,,1912-02-13,1209.92
P00129,"Peter, Miss. Anna",Female,33.5,3,1,1,1,2668,22.3583,F E69,1,F,C,peter@outlook.com,1910-05-07,500.56
P00521,"Perreault, Miss. Anne",Female,30.0,3,1,0,0,12749,93.5,B73,1,B,S,perreault@yahoo.com,1911-07-09,3667.89
P00065,"Stewart, Mr. Albert A",Male,38.0,3,0,0,0,PC 17605,27.7208,,0,Unknown,C,stewart@yahoo.com,1911-11-01,1009.47
P00015,"Vestrom, Miss. Hulda Amanda Adolfina",Female,14.0,3,0,0,0,350406,7.8542,,0,Unknown,S,vestrom@outlook.com,1912-02-16,226.83
P00157,"Gilnagh, Miss. Katherine ""Katie""",Female,16.0,3,1,0,0,35851,7.7333,,0,Unknown,Q,gilnagh@gmail.com,1911-10-20,254.43
P00493,"Molson, Mr. Harry Markland",Male,45.5,1,0,0,0,113787,30.5,C30,1,C,S,molson@mail.com,1912-09-09,1213.7
P00380,"Gustafsson, Mr. Karl Gideon",Male,19.0,3,0,0,0,347069,7.775,,0,Unknown,S,gustafsson@yahoo.com,1911-09-02,303.76
P00188,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",Male,45.0,1,1,0,0,111428,26.55,,0,Unknown,S,romaine@yahoo.com,1911-04-03,1192.635
P00764,"Carter, Mrs. William Ernest (Lucile Polk)",Female,36.0,3,1,1,2,113760,120.0,B96 B98,1,B,S,carter@mail.com,1910-06-21,4584.19
P00217,"Honkanen, Miss. Eliina",Female,27.0,3,1,0,0,STON/O2. 3101283,7.925,,0,Unknown,S,honkanen@gmail.com,1912-09-20,162.32
P00792,"Gaskell, Mr. Alfred",Male,26.0,3,0,0,0,239865,26.0,,0,Unknown,S,gaskell@yahoo.com,1910-02-08,831.46
P00053,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",Female,49.0,1,1,1,0,PC 17572,76.7292,D33,1,D,C,harper@yahoo.com,1911-06-04,1629.28
P00338,"Burns, Miss. Elizabeth Margaret",Female,41.0,3,1,0,0,16966,134.5,E40,1,E,C,burns@yahoo.com,1910-06-18,5102.57
P00749,"Marvin, Mr. Daniel Warner",Male,19.0,1,0,1,0,113773,53.1,D30,1,D,S,marvin@yahoo.com,1910-10-27,1664.9
P00720,"Johnson, Mr. Malkolm Joackim",Male,33.0,3,0,0,0,347062,8.05,,0,Unknown,S,johnson@outlook.com,1912-04-30,125.16
P00725,"Chambers, Mr. Norman Campbell",Male,27.0,3,1,1,0,113806,14.4542,E8,1,E,S,chambers@mail.com,1910-07-09,786.86
P00296,"Lewy, Mr. Ervin G",Male,35.0,1,0,0,0,PC 17612,27.7208,,0,Unknown,C,lewy@outlook.com,1910-05-06,575.27
P00702,"Silverthorne, Mr. Spencer Victor",Male,35.0,1,1,0,0,PC 17475,26.2875,E24,1,E,S,silverthorne@outlook.com,1911-02-24,1008.85
P00252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Female,29.0,3,0,1,1,347054,10.4625,G6,1,G,S,strom@yahoo.com,1912-10-16,362.29
P00727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Female,30.0,3,1,3,0,31027,21.0,,0,Unknown,S,renouf@outlook.com,1911-10-07,551.82
P00462,"Morley, Mr. William",Male,34.0,3,0,0,0,364506,8.05,,0,Unknown,S,,1911-06-27,137.66
P00456,"Jalsevac, Mr. Ivan",Male,29.0,3,1,0,0,349240,7.8958,,0,Unknown,C,jalsevac@outlook.com,1912-07-25,170.54
P00816,"Fry, Mr. Richard",Male,45.5,1,0,0,0,112058,0.0,B102,1,B,S,fry@mail.com,1912-12-12,1192.635
P00270,"Bissette, Miss. Amelia",Female,35.0,1,1,0,0,PC 17760,135.6333,C99,1,C,S,bissette@outlook.com,1911-10-01,1236.27
P00202,"Sage, Mr. Frederick",Male,27.0,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@mail.com,1912-07-12,1200.31
P00162,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",Female,40.0,2,1,0,0,C.A. 33595,15.75,,0,Unknown,S,watt@outlook.com,1911-07-04,264.68
P00556,"Wright, Mr. George",Male,62.0,1,0,0,0,113807,26.55,,0,Unknown,S,wright@outlook.com,1912-10-24,987.62
P00730,"Ilmakangas, Miss. Pieta Sofia",Female,25.0,3,0,1,0,STON/O2. 3101271,7.925,,0,Unknown,S,ilmakangas@outlook.com,1910-10-18,116.15
P00402,"Adams, Mr. John",Male,26.0,3,0,0,0,341826,8.05,,0,Unknown,S,adams@mail.com,1911-01-05,207.21
P00703,"Barbara, Miss. Saiide",Female,18.0,3,0,0,1,2691,14.4542,,0,Unknown,C,barbara@gmail.com,1910-01-21,301.98
P00477,"Renouf, Mr. Peter Henry",Male,34.0,2,0,1,0,31027,21.0,,0,Unknown,S,renouf@mail.com,1911-05-12,261.83
P00822,"Lulic, Mr. Nikola",Male,27.0,3,1,0,0,315098,8.6625,,0,Unknown,S,lulic@outlook.com,1912-08-21,340.95
P00772,"Jensen, Mr. Niels Peder",Male,48.0,3,0,0,0,350047,7.8542,,0,Unknown,S,jensen@mail.com,1910-07-22,259.6
P00106,"Mionoff, Mr. Stoytcho",Male,28.0,3,0,0,0,349207,7.8958,,0,Unknown,S,,1911-07-31,224.62
P00566,"Davies, Mr. Alfred J",Male,24.0,3,0,2,0,A/4 48871,24.15,,0,Unknown,S,davies@gmail.com,1912-12-14,367.8
P00390,"Lehmann, Miss. Bertha",Female,17.0,3,1,0,0,SC 1748,12.0,,0,Unknown,C,lehmann@gmail.com,1912-03-21,233.73
P00002,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",Female,38.0,1,1,1,0,PC 17599,71.2833,C85,1,C,C,cumings@mail.com,1911-07-27,1192.635
P00881,"Shelley, Mrs. William (Imanita Parrish Hall)",Female,25.0,3,1,0,1,230433,26.0,,0,Unknown,S,shelley@gmail.com,1911-02-18,852.32
P00562,"Sivic, Mr. Husein",Male,40.0,3,0,0,0,349251,7.8958,,0,Unknown,S,sivic@gmail.com,1910-02-26,281.5
P00081,"Waelens, Mr. Achille",Male,26.0,3,0,0,0,345767,9.0,,0,Unknown,S,waelens@mail.com,1911-04-04,80.66
P00206,"Strom, Miss. Telma Matilda",Female,2.0,3,0,0,1,347054,10.4625,G6,1,G,S,strom@yahoo.com,1912-07-03,156.97
P00776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18.0,3,0,0,0,347078,7.75,,0,Unknown,S,myhrman@mail.com,1912-03-04,252.89
P00509,"Olsen, Mr. Henry Margido",Male,28.0,3,0,0,0,C 4001,22.525,,0,Unknown,S,olsen@yahoo.com,1910-11-24,466.53
P00428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,19.0,2,1,0,0,250655,26.0,,0,Unknown,S,phillips@mail.com,1911-05-07,826.56
P00455,"Peduzzi, Mr. Joseph",Male,22.0,3,0,0,0,A/5 2817,8.05,,0,Unknown,S,peduzzi@outlook.com,1912-12-28,220.82
P00367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Female,60.0,3,1,1,0,110813,75.25,,0,Unknown,C,warren@yahoo.com,1911-09-01,2576.1
P00092,"Andreasson, Mr. Paul Edvin",Male,20.0,3,0,0,0,347466,7.8542,,0,Unknown,S,andreasson@mail.com,1911-08-23,249.23
P00340,"Blackwell, Mr. Stephen Weart",Male,45.0,3,0,0,0,113784,35.5,T,1,T,S,blackwell@mail.com,1912-06-18,528.44
P00565,"Meanwell, Miss. (Marion Ogden)",Female,16.5,3,0,0,0,SOTON/O.Q. 392087,8.05,,0,Unknown,S,meanwell@mail.com,1910-03-13,87.73
P00346,"Brown, Miss. Amelia ""Mildred""",Female,24.0,3,1,0,0,248733,13.0,F33,1,F,S,brown@yahoo.com,1910-06-01,190.11
P00777,"Tobin, Mr. Roger",Male,26.0,3,0,0,0,383121,7.75,F38,1,F,Q,tobin@yahoo.com,1912-01-12,118.46
P00014,"Andersson, Mr. Anders Johan",Male,39.0,3,0,1,5,347082,31.275,,0,Unknown,S,andersson@mail.com,1911-05-18,1210.3
P00316,"Nilsson, Miss. Helmina Josefina",Female,26.0,3,1,0,0,347470,7.8542,,0,Unknown,S,nilsson@outlook.com,1911-07-19,214.03
P00601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Female,24.0,3,1,2,1,243847,27.0,,0,Unknown,S,jacobsohn@outlook.com,1911-06-21,926.39
P00388,"Buss, Miss. Kate",Female,36.0,2,1,0,0,27849,13.0,,0,Unknown,S,buss@mail.com,1910-01-09,464.32
P00274,"Natsch, Mr. Charles H",Male,37.0,1,0,0,1,PC 17596,29.7,C118,1,C,C,natsch@mail.com,1911-07-21,377.18
P00167,"Chibnall, Mrs. (Edith Martha Bowerman)",Female,38.0,3,1,0,1,113505,55.0,E33,1,E,S,,1912-04-25,796.44
P00841,"Alhomaki, Mr. Ilmari Rudolf",Male,20.0,3,0,0,0,SOTON/O2 3101287,7.925,,0,Unknown,S,alhomaki@yahoo.com,1912-09-16,76.3
P00647,"Cor, Mr. Liudevit",Male,19.0,3,0,0,0,349231,7.8958,,0,Unknown,S,cor@yahoo.com,1910-05-02,252.16
P00819,"Holm, Mr. John Fredrik Alexander",Male,43.0,3,0,0,0,C 7075,6.45,,0,Unknown,S,holm@outlook.com,1910-08-21,110.23
P00485,"Bishop, Mr. Dickinson H",Male,25.0,1,1,1,0,11967,91.0792,B49,1,B,C,bishop@yahoo.com,1912-11-16,1192.635
P00505,"Maioni, Miss. Roberta",Female,16.0,1,1,0,0,110152,86.5,B79,1,B,S,maioni@yahoo.com,1911-10-09,1123.14
P00832,"Richards, Master. George Sibley",Male,0.83,2,1,1,1,29106,18.75,,0,Unknown,S,richards@gmail.com,1911-12-16,577.15
P00244,"Maenpaa, Mr. Matti Alexanteri",Male,22.0,3,0,0,0,STON/O 2. 3101275,7.125,,0,Unknown,S,maenpaa@outlook.com,1911-11-04,279.68
P00567,"Stoytcheff, Mr. Ilia",Male,19.0,3,0,0,0,349205,7.8958,,0,Unknown,S,stoytcheff@gmail.com,1911-05-14,173.79
P00563,"Norman, Mr. Robert Douglas",Male,28.0,2,0,0,0,218629,13.5,,0,Unknown,S,norman@yahoo.com,1910-09-27,517.9
P00687,"Panula, Mr. Jaako Arnold",Male,14.0,3,0,4,1,3101295,39.6875,,0,Unknown,S,panula@yahoo.com,1912-05-25,1394.25
P00190,"Turcin, Mr. Stjepan",Male,36.0,3,0,0,0,349247,7.8958,,0,Unknown,S,turcin@yahoo.com,1912-10-04,124.87
P00783,"Long, Mr. Milton Clyde",Male,45.5,1,0,0,0,113501,30.0,D6,1,D,S,long@gmail.com,1912-04-10,363.16
P00700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42.0,3,0,0,0,348121,7.65,F G63,1,F,S,humblen@gmail.com,1912-03-16,108.98
P00476,"Clifford, Mr. George Quincy",Male,49.0,1,0,0,0,110465,52.0,A14,1,A,S,clifford@mail.com,1910-11-27,1192.635
P00682,"Hassab, Mr. Hammad",Male,27.0,1,1,0,0,PC 17572,76.7292,D49,1,D,C,hassab@gmail.com,1912-03-14,1969.58
P00511,"Daly, Mr. Eugene Patrick",Male,29.0,3,1,0,0,382651,7.75,,0,Unknown,Q,,1910-09-22,77.65
P00059,"West, Miss. Constance Mirium",Female,5.0,2,1,1,2,C.A. 34651,27.75,,0,Unknown,S,west@outlook.com,1910-11-01,523.32
P00475,"Strandberg, Miss. Ida Sofia",Female,22.0,3,0,0,0,7553,9.8375,,0,Unknown,S,strandberg@outlook.com,1910-01-20,243.1
P00561,"Morrow, Mr. Thomas Rowan",Male,26.0,3,0,0,0,372622,7.75,,0,Unknown,Q,morrow@outlook.com,1910-02-14,215.21
P00857,"Wick, Mrs. George Dennick (Mary Hitchcock)",Female,45.0,1,1,1,1,36928,61.679199999999994,,0,Unknown,S,,1911-02-17,4123.58
P00748,"Sinkkonen, Miss. Anna",Female,30.0,3,1,0,0,250648,13.0,,0,Unknown,S,sinkkonen@yahoo.com,1910-07-19,206.28
P00253,"Stead, Mr. William Thomas",Male,62.0,1,0,0,0,113514,26.55,C87,1,C,S,stead@gmail.com,1912-07-13,910.12
P00022,"Beesley, Mr. Lawrence",Male,34.0,2,1,0,0,248698,13.0,D56,1,D,S,beesley@yahoo.com,1911-02-17,479.08
P00314,"Hendekovic, Mr. Ignjac",Male,28.0,3,0,0,0,349243,7.8958,,0,Unknown,S,hendekovic@yahoo.com,1911-12-14,69.88
P00460,"O'Connor, Mr. Maurice",Male,25.0,3,0,0,0,371060,7.75,,0,Unknown,Q,oconnor@gmail.com,1910-03-08,259.1
P00161,"Cribb, Mr. John Hatfield",Male,44.0,3,0,0,1,371362,16.1,,0,Unknown,S,cribb@mail.com,1911-04-02,195.45
P00277,"Lindblom, Miss. Augusta Charlotta",Female,45.0,3,0,0,0,347073,7.75,,0,Unknown,S,lindblom@yahoo.com,1911-03-13,195.66
P00192,"Carbines, Mr. William",Male,19.0,2,0,0,0,28424,13.7917,,0,Unknown,S,carbines@outlook.com,1912-11-15,488.33
P00386,"Davies, Mr. Charles Henry",Male,18.0,2,0,0,0,S.O.C. 14879,73.5,,0,Unknown,S,davies@gmail.com,1911-12-21,1042.43
P00806,"Johansson, Mr. Karl Johan",Male,31.0,3,0,0,0,347063,7.775,,0,Unknown,S,johansson@mail.com,1911-05-29,109.11
P00414,"Cunningham, Mr. Alfred Fleming",Male,25.5,2,0,0,0,239853,0.0,,0,Unknown,S,cunningham@gmail.com,1911-10-31,379.24
P00492,"Windelov, Mr. Einar",Male,21.0,3,0,0,0,SOTON/OQ 3101317,7.25,,0,Unknown,S,windelov@mail.com,1911-01-15,182.03
P00344,"Sedgwick, Mr. Charles Frederick Waddington",Male,25.0,2,0,0,0,244361,13.0,,0,Unknown,S,sedgwick@outlook.com,1911-11-29,193.06
P00770,"Gronnestad, Mr. Daniel Danielsen",Male,32.0,3,0,0,0,8471,8.3625,,0,Unknown,S,gronnestad@yahoo.com,1911-11-10,110.24
P00309,"Abelson, Mr. Samuel",Male,30.0,2,0,1,0,P/PP 3381,24.0,,0,Unknown,C,abelson@yahoo.com,1911-11-11,756.27
P00662,"Badt, Mr. Mohamed",Male,40.0,3,0,0,0,2623,7.225,,0,Unknown,C,badt@outlook.com,1911-08-07,127.85
P00131,"Drazenoic, Mr. Jozef",Male,33.0,3,0,0,0,349241,7.8958,,0,Unknown,C,drazenoic@outlook.com,1910-03-20,252.57
P00664,"Coleff, Mr. Peju",Male,36.0,3,0,0,0,349210,7.4958,,0,Unknown,S,coleff@gmail.com,1911-05-17,116.57
P00872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Female,47.0,1,1,1,1,11751,61.679199999999994,D35,1,D,S,beckwith@gmail.com,1910-01-12,776.58
P00100,"Kantor, Mr. Sinai",Male,34.0,2,0,1,0,244367,26.0,,0,Unknown,S,kantor@gmail.com,1911-01-11,726.09
P00373,"Beavan, Mr. William Thomas",Male,19.0,3,0,0,0,323951,8.05,,0,Unknown,S,beavan@yahoo.com,1912-06-19,308.77
P00088,"Slocovski, Mr. Selman Francis",Male,19.0,3,0,0,0,SOTON/OQ 392086,8.05,,0,Unknown,S,slocovski@yahoo.com,1911-01-20,201.41
P00459,"Toomey, Miss. Ellen",Female,23.0,3,1,0,0,F.C.C. 13531,10.5,,0,Unknown,S,toomey@mail.com,1911-10-14,123.78
P00331,"McCoy, Miss. Agnes",Female,19.0,3,1,2,0,367226,23.25,,0,Unknown,Q,mccoy@outlook.com,1911-08-29,343.93
P00215,"Kiernan, Mr. Philip",Male,25.5,3,0,1,0,367229,7.75,,0,Unknown,Q,kiernan@outlook.com,1910-07-18,254.04
P00467,"Campbell, Mr. William",Male,25.0,3,0,0,0,239853,0.0,,0,Unknown,S,campbell@gmail.com,1910-05-28,319.075
P00122,"Moore, Mr. Leonard Charles",Male,26.0,3,0,0,0,A4. 54510,8.05,,0,Unknown,S,moore@outlook.com,1910-09-27,186.19
P00615,"Brocklebank, Mr. William Alfred",Male,35.0,3,0,0,0,364512,8.05,,0,Unknown,S,brocklebank@outlook.com,1910-09-23,194.68
P00021,"Fynney, Mr. Joseph J",Male,35.0,2,0,0,0,239865,26.0,,0,Unknown,S,fynney@outlook.com,1910-07-20,937.42
P00701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Female,18.0,1,1,1,0,PC 17757,227.525,C62 C64,1,C,C,,1911-01-15,2242.09
P00072,"Goodwin, Miss. Lillian Amy",Female,16.0,3,0,5,2,CA 2144,46.9,,0,Unknown,S,goodwin@gmail.com,1912-07-08,572.94
P00107,"Salkjelsvik, Miss. Anna Kristine",Female,21.0,3,1,0,0,343120,7.65,,0,Unknown,S,salkjelsvik@mail.com,1911-01-30,61.77
P00271,"Cairns, Mr. Alexander",Male,36.0,1,0,0,0,113798,31.0,,0,Unknown,S,cairns@yahoo.com,1911-07-01,895.04
P00861,"Hansen, Mr. Claus Peter",Male,41.0,3,0,2,0,350026,14.1083,,0,Unknown,S,hansen@mail.com,1912-08-29,203.85
P00436,"Carter, Miss. Lucile Polk",Female,14.0,1,1,1,2,113760,120.0,B96 B98,1,B,S,carter@gmail.com,1912-01-14,2392.55
P00103,"White, Mr. Richard Frasar",Male,21.0,3,0,0,1,35281,77.2875,,0,Unknown,S,white@mail.com,1911-04-18,1142.51
